Dato,Tid,Elpris
9/1/22 0:00,3.65
9/1/22 0:05,3.646
9/1/22 0:10,3.642
9/1/22 0:15,3.638
9/1/22 0:20,3.634
9/1/22 0:25,3.63
9/1/22 0:30,3.626
9/1/22 0:35,3.622
9/1/22 0:40,3.618
9/1/22 0:45,3.614
9/1/22 0:50,3.61
9/1/22 0:55,3.606
9/1/22 1:00,3.602
9/1/22 1:05,3.604
9/1/22 1:10,3.605
9/1/22 1:15,3.606
9/1/22 1:20,3.607
9/1/22 1:25,3.608
9/1/22 1:30,3.61
9/1/22 1:35,3.611
9/1/22 1:40,3.612
9/1/22 1:45,3.613
9/1/22 1:50,3.615
9/1/22 1:55,3.616
9/1/22 2:00,3.617
9/1/22 2:05,3.613
9/1/22 2:10,3.609
9/1/22 2:15,3.605
9/1/22 2:20,3.601
9/1/22 2:25,3.598
9/1/22 2:30,3.594
9/1/22 2:35,3.59
9/1/22 2:40,3.586
9/1/22 2:45,3.582
9/1/22 2:50,3.578
9/1/22 2:55,3.574
9/1/22 3:00,3.57
9/1/22 3:05,3.579
9/1/22 3:10,3.589
9/1/22 3:15,3.598
9/1/22 3:20,3.608
9/1/22 3:25,3.617
9/1/22 3:30,3.626
9/1/22 3:35,3.636
9/1/22 3:40,3.645
9/1/22 3:45,3.655
9/1/22 3:50,3.664
9/1/22 3:55,3.673
9/1/22 4:00,3.683
9/1/22 4:05,3.706
9/1/22 4:10,3.729
9/1/22 4:15,3.753
9/1/22 4:20,3.776
9/1/22 4:25,3.799
9/1/22 4:30,3.823
9/1/22 4:35,3.846
9/1/22 4:40,3.869
9/1/22 4:45,3.893
9/1/22 4:50,3.916
9/1/22 4:55,3.939
9/1/22 5:00,3.963
9/1/22 5:05,4.032
9/1/22 5:10,4.101
9/1/22 5:15,4.171
9/1/22 5:20,4.24
9/1/22 5:25,4.309
9/1/22 5:30,4.379
9/1/22 5:35,4.448
9/1/22 5:40,4.518
9/1/22 5:45,4.587
9/1/22 5:50,4.656
9/1/22 5:55,4.726
9/1/22 6:00,4.795
9/1/22 6:05,4.81
9/1/22 6:10,4.825
9/1/22 6:15,4.841
9/1/22 6:20,4.856
9/1/22 6:25,4.871
9/1/22 6:30,4.886
9/1/22 6:35,4.901
9/1/22 6:40,4.916
9/1/22 6:45,4.932
9/1/22 6:50,4.947
9/1/22 6:55,4.962
9/1/22 7:00,4.977
9/1/22 7:05,4.975
9/1/22 7:10,4.973
9/1/22 7:15,4.97
9/1/22 7:20,4.968
9/1/22 7:25,4.966
9/1/22 7:30,4.963
9/1/22 7:35,4.961
9/1/22 7:40,4.959
9/1/22 7:45,4.956
9/1/22 7:50,4.954
9/1/22 7:55,4.952
9/1/22 8:00,4.949
9/1/22 8:05,4.917
9/1/22 8:10,4.886
9/1/22 8:15,4.854
9/1/22 8:20,4.822
9/1/22 8:25,4.79
9/1/22 8:30,4.758
9/1/22 8:35,4.727
9/1/22 8:40,4.695
9/1/22 8:45,4.663
9/1/22 8:50,4.631
9/1/22 8:55,4.599
9/1/22 9:00,4.568
9/1/22 9:05,4.539
9/1/22 9:10,4.51
9/1/22 9:15,4.482
9/1/22 9:20,4.453
9/1/22 9:25,4.424
9/1/22 9:30,4.396
9/1/22 9:35,4.367
9/1/22 9:40,4.338
9/1/22 9:45,4.31
9/1/22 9:50,4.281
9/1/22 9:55,4.253
9/1/22 10:00,4.224
9/1/22 10:05,4.195
9/1/22 10:10,4.167
9/1/22 10:15,4.139
9/1/22 10:20,4.11
9/1/22 10:25,4.082
9/1/22 10:30,4.053
9/1/22 10:35,4.025
9/1/22 10:40,3.996
9/1/22 10:45,3.968
9/1/22 10:50,3.939
9/1/22 10:55,3.911
9/1/22 11:00,3.882
9/1/22 11:05,3.866
9/1/22 11:10,3.849
9/1/22 11:15,3.833
9/1/22 11:20,3.816
9/1/22 11:25,3.8
9/1/22 11:30,3.783
9/1/22 11:35,3.766
